condition_group,condition,age_group,number_covid19_deaths
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,7.241047149479653
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,1.974831040767178
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,1.3165540271781186
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2.6331080543562373
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,3.2913850679452965
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,1.974831040767178
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,1.3165540271781186
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,1.974831040767178
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,7.241047149479653
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,3.2913850679452965
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,1.974831040767178
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,5.924493122301534
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,67.80253239967311
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,61.21976226378252
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,16.45692533972648
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,34.230404706631084
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,26.331080543562372
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,20.406587421260838
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,28.30591158432955
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,44.76283692405603
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,61.21976226378252
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,59.9032082366044
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,26.331080543562372
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,13.823817285370247
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,17.773479366904603
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,400.2324242621481
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,326.5053987401734
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,153.37854416625083
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,225.1307386474583
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,205.38242823978652
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,121.12297050038691
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,144.82094298959305
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,307.4153653460907
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,507.5315774771647
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,422.6138427241761
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,148.77060507112742
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,60.561485250193456
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,10.53243221742495
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,52.00388407353569
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1315.8957501645295
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1005.1889997504936
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,493.7077601917945
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,654.985628521114
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,685.2663711462108
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,401.5489782893262
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,512.7977935858772
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1172.3913612021147
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1930.726480856711
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1529.8357795809738
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,576.6506639040159
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,229.08040072899266
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,32.91385067945296
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,101.37466009271513
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2666.680182049279
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2238.141846202802
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,949.8937306090126
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,1233.6111234658972
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,1192.1396716097865
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,726.0795459887324
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,1111.8298759519212
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2358.6065396895997
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,4209.681501902034
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,3403.9504372690258
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,1193.4562256369645
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,379.1675598272982
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,46.73766796482321
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,177.734793669046
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,4457.851936025109
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,3633.0308379980183
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,1615.4117913475516
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,2150.591003395457
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,2112.410936607291
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,1271.1329132404735
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,1799.729355152488
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,3885.809211216217
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,6717.058646662761
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,5420.252929892315
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,1947.8416832100265
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,683.2915401054436
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,90.84222787529019
Renal failure,Renal failure,0-24,0.0
Renal failure,Renal failure,0-24,0.0
Renal failure,Renal failure,0-24,0.0
Renal failure,Renal failure,0-24,3.949662081534356
Renal failure,Renal failure,0-24,1.974831040767178
Renal failure,Renal failure,0-24,0.6582770135890593
Renal failure,Renal failure,0-24,3.2913850679452965
Renal failure,Renal failure,0-24,5.266216108712475
Renal failure,Renal failure,0-24,1.3165540271781186
Renal failure,Renal failure,0-24,1.974831040767178
Renal failure,Renal failure,0-24,3.949662081534356
Renal failure,Renal failure,0-24,5.266216108712475
Renal failure,Renal failure,0-24,6.582770135890593
Renal failure,Renal failure,0-24,6.582770135890593
Renal failure,Renal failure,0-24,1.3165540271781186
Renal failure,Renal failure,0-24,1.3165540271781186
Renal failure,Renal failure,25-34,0.0
Renal failure,Renal failure,25-34,0.0
Renal failure,Renal failure,25-34,11.848986244603068
Renal failure,Renal failure,25-34,23.039695475617076
Renal failure,Renal failure,25-34,11.848986244603068
Renal failure,Renal failure,25-34,9.21587819024683
Renal failure,Renal failure,25-34,19.09003339408272
Renal failure,Renal failure,25-34,15.798648326137425
Renal failure,Renal failure,25-34,12.507263258192127
Renal failure,Renal failure,25-34,7.899324163068712
Renal failure,Renal failure,25-34,16.45692533972648
Renal failure,Renal failure,25-34,28.96418859791861
Renal failure,Renal failure,25-34,46.73766796482321
Renal failure,Renal failure,25-34,17.773479366904603
Renal failure,Renal failure,25-34,15.140371312548364
Renal failure,Renal failure,25-34,1.3165540271781186
Renal failure,Renal failure,35-44,0.0
Renal failure,Renal failure,35-44,0.0
Renal failure,Renal failure,35-44,9.87415520383589
Renal failure,Renal failure,35-44,53.978715114302865
Renal failure,Renal failure,35-44,36.86351276098732
Renal failure,Renal failure,35-44,27.647634570740493
Renal failure,Renal failure,35-44,56.6118231686591
Renal failure,Renal failure,35-44,47.395944978412274
Renal failure,Renal failure,35-44,25.672803529973315
Renal failure,Renal failure,35-44,33.57212769304203
Renal failure,Renal failure,35-44,51.34560705994663
Renal failure,Renal failure,35-44,102.69121411989326
Renal failure,Renal failure,35-44,133.63023375857904
Renal failure,Renal failure,35-44,71.09391746761841
Renal failure,Renal failure,35-44,26.331080543562372
Renal failure,Renal failure,35-44,4.607939095123415
Renal failure,Renal failure,45-54,0.0
Renal failure,Renal failure,45-54,0.0
Renal failure,Renal failure,45-54,30.280742625096728
Renal failure,Renal failure,45-54,209.99036733490993
Renal failure,Renal failure,45-54,126.3891866090994
Renal failure,Renal failure,45-54,83.60118072581054
Renal failure,Renal failure,45-54,138.89644986729152
Renal failure,Renal failure,45-54,131.65540271781185
Renal failure,Renal failure,45-54,75.70185656274182
Renal failure,Renal failure,45-54,75.70185656274182
Renal failure,Renal failure,45-54,141.52955792164775
Renal failure,Renal failure,45-54,319.9226286042828
Renal failure,Renal failure,45-54,422.6138427241761
Renal failure,Renal failure,45-54,227.10556968822547
Renal failure,Renal failure,45-54,114.54020036449633
Renal failure,Renal failure,45-54,12.507263258192127
Renal failure,Renal failure,55-64,0.0
Renal failure,Renal failure,55-64,0.0
Renal failure,Renal failure,55-64,59.9032082366044
Renal failure,Renal failure,55-64,438.4124910503135
Renal failure,Renal failure,55-64,306.09881131891257
Renal failure,Renal failure,55-64,183.65928679134754
Renal failure,Renal failure,55-64,339.01266199836556
Renal failure,Renal failure,55-64,373.24306670499664
Renal failure,Renal failure,55-64,204.06587421260838
Renal failure,Renal failure,55-64,220.52279955233487
Renal failure,Renal failure,55-64,412.73968752034017
Renal failure,Renal failure,55-64,766.234443817665
Renal failure,Renal failure,55-64,1134.2112944139492
Renal failure,Renal failure,55-64,607.5896835427018
Renal failure,Renal failure,55-64,246.1956030823082
Renal failure,Renal failure,55-64,34.88868172022014
Renal failure,Renal failure,65-74,0.0
Renal failure,Renal failure,65-74,0.0
Renal failure,Renal failure,65-74,100.05810606553702
Renal failure,Renal failure,65-74,815.6052198368445
Renal failure,Renal failure,65-74,511.4812395586991
Renal failure,Renal failure,65-74,284.37566987047364
Renal failure,Renal failure,65-74,552.9526914148098
Renal failure,Renal failure,65-74,597.7155283388659
Renal failure,Renal failure,65-74,377.85100580012005
Renal failure,Renal failure,65-74,396.94103919420274
Renal failure,Renal failure,65-74,806.3893416465977
Renal failure,Renal failure,65-74,1566.0410153283722
Renal failure,Renal failure,65-74,2060.4070525337556
Renal failure,Renal failure,65-74,1053.2432217424948
Renal failure,Renal failure,65-74,385.7503299631888
Renal failure,Renal failure,65-74,61.87803927737158
Renal failure,Renal failure,75-84,0.0
Renal failure,Renal failure,75-84,0.0
Renal failure,Renal failure,75-84,94.79188995682455
Renal failure,Renal failure,75-84,908.4222787529019
Renal failure,Renal failure,75-84,568.7513397409473
Renal failure,Renal failure,75-84,285.0339468840627
Renal failure,Renal failure,75-84,487.1249900559039
Renal failure,Renal failure,75-84,563.4851236322348
Renal failure,Renal failure,75-84,352.8364792837358
Renal failure,Renal failure,75-84,484.49188200154765
Renal failure,Renal failure,75-84,1038.1028504299466
Renal failure,Renal failure,75-84,1940.6006360605468
Renal failure,Renal failure,75-84,2271.7139738958435
Renal failure,Renal failure,75-84,1028.8869722396996
Renal failure,Renal failure,75-84,375.87617475935286
Renal failure,Renal failure,75-84,54.63699212789192
Renal failure,Renal failure,85+,0.0
Renal failure,Renal failure,85+,0.0
Renal failure,Renal failure,85+,57.92837719583722
Renal failure,Renal failure,85+,827.4542060814475
Renal failure,Renal failure,85+,597.7155283388659
Renal failure,Renal failure,85+,269.8935755715143
Renal failure,Renal failure,85+,398.2575932213809
Renal failure,Renal failure,85+,405.4986403708605
Renal failure,Renal failure,85+,287.6670549384189
Renal failure,Renal failure,85+,449.60320028132753
Renal failure,Renal failure,85+,918.9547109703268
Renal failure,Renal failure,85+,1725.3440526169245
Renal failure,Renal failure,85+,1859.6325633890926
Renal failure,Renal failure,85+,768.2092748584322
Renal failure,Renal failure,85+,254.75320425896595
Renal failure,Renal failure,85+,33.57212769304203
Renal failure,Renal failure,All Ages,0.0
Renal failure,Renal failure,All Ages,0.0
Renal failure,Renal failure,All Ages,364.68546552833885
Renal failure,Renal failure,All Ages,3280.8526357278715
Renal failure,Renal failure,All Ages,2162.43998964006
Renal failure,Renal failure,All Ages,1144.0854496177851
Renal failure,Renal failure,All Ages,1995.2376281884387
Renal failure,Renal failure,All Ages,2140.058571178032
Renal failure,Renal failure,All Ages,1337.6188916129686
Renal failure,Renal failure,All Ages,1670.7070604890325
Renal failure,Renal failure,All Ages,3389.4683429700663
Renal failure,Renal failure,All Ages,6455.722672267905
Renal failure,Renal failure,All Ages,7935.52939881611
Renal failure,Renal failure,All Ages,3780.4848890419676
Renal failure,Renal failure,All Ages,1419.903518311601
Renal failure,Renal failure,All Ages,204.72415122619745
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,1.3165540271781186
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,7.241047149479653
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,13.165540271781186
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,20.406587421260838
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,13.165540271781186
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,11.190709231014008
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,3.2913850679452965
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,7.241047149479653
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,26.331080543562372
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,20.406587421260838
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,17.773479366904603
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,3.2913850679452965
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,0.6582770135890593
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,4.607939095123415
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,23.039695475617076
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,42.1297288696998
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,13.823817285370247
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,35.546958733809205
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,37.52178977457638
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,11.190709231014008
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,13.823817285370247
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,20.406587421260838
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,59.24493122301534
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,50.02905303276851
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,16.45692533972648
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,5.266216108712475
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,7.899324163068712
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,32.91385067945296
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,39.49662081534356
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,25.672803529973315
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,42.788005883288854
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,23.039695475617076
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,28.30591158432955
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,35.546958733809205
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,50.02905303276851
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,65.16942434531687
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,68.46080941326217
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,44.104559910466975
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,17.115202353315542
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,0.6582770135890593
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,1.3165540271781186
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,5.266216108712475
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,70.43564045402935
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,52.00388407353569
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,40.813174842521676
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,64.51114733172781
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,46.07939095123415
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,42.1297288696998
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,33.57212769304203
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,50.687330046357566
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,125.73090959551033
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,145.47922000318212
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,72.41047149479652
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,41.47145185611074
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,0.6582770135890593
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,18.43175638049366
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,134.94678778575715
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,100.71638307912608
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,66.485978372495
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,114.54020036449633
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,86.23428878016676
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,52.662161087124744
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,89.52567384811206
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,120.46469348679786
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,265.94391348998
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,321.23918263146095
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,173.78513158751167
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,77.676687603509
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,11.190709231014008
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,15.798648326137425
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,173.78513158751167
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,154.03682117983988
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,85.57601176657771
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,169.17719249238826
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,142.84611194882586
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,100.71638307912608
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,136.26334181293527
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,244.220772041541
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,475.93428082488987
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,525.3050568440693
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,243.56249502795194
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,112.56536932372914
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,15.140371312548364
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,28.96418859791861
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,238.95455593282853
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,192.21688796800532
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,97.42499801118078
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,226.4472926746364
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,165.2275304108539
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,130.9971257042228
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,168.5189154787992
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,367.3185735826951
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,642.4783652629219
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,670.1259998336624
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,362.71063448757167
